id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
8494861,44735331,Kai,Neukölln,Neuköllner Mitte/Zentrum,52.4763488769531,13.4297084808350,Private room,31,1,2,1,0
19530619,18740832,Katarzyna,Pankow,Prenzlauer Berg Ost,52.5297851562500,13.4487848281860,Private room,31,1,35,1,8
14539466,43879850,Kris,Pankow,Prenzlauer Berg Ost,52.5375518798828,13.4362106323242,Private room,31,4,7,1,0
13188485,41841666,Laura,Pankow,Pankow Süd,52.5601463317871,13.4090929031372,Private room,31,1,7,1,0
19747402,1195000,Linda,Tempelhof - Schöneberg,Schöneberg-Süd,52.4827957153320,13.3511743545532,Private room,31,3,1,1,0
20745307,18785711,Linda,Tempelhof - Schöneberg,Tempelhof,52.4580802917480,13.3781385421753,Private room,31,1,1,2,0
12402130,67062964,Lisa,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4963684082031,13.4436168670654,Private room,31,3,9,1,0
18438788,43006118,Lisa,Tempelhof - Schöneberg,Schöneberg-Nord,52.4950180053711,13.3463973999023,Private room,31,2,12,1,0
10161183,52156670,Magali,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5191993713379,13.4576930999756,Private room,31,1,0,1,0
19780285,43079525,Marija,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4916381835938,13.3234386444092,Private room,31,2,1,1,0
23393543,58877960,Mario Und Gisela,Spandau,Siemensstadt,52.5458030700684,13.2631568908691,Private room,31,2,12,1,238
9056365,47246194,Marius,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4987373352051,13.4401655197144,Private room,31,2,4,1,0
15641693,17275432,Marlon,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5172729492188,13.4305582046509,Private room,31,2,25,1,0
26383849,1542406,Martin,Treptow - Köpenick,Johannisthal,52.4502601623535,13.5083751678467,Private room,31,7,10,1,10
29427631,63078123,Michael Marco,Mitte,Alexanderplatz,52.5134201049805,13.4205989837646,Private room,31,5,1,1,47
26744452,34103935,Ming,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5160865783691,13.4602146148682,Private room,31,4,3,1,0
27572024,3017491,Miranda,Tempelhof - Schöneberg,Schöneberg-Süd,52.4826583862305,13.3544654846191,Private room,31,6,0,1,0
23201065,172288392,Monika,Charlottenburg-Wilm.,Kantstraße,52.5105705261230,13.3177785873413,Entire home/apt,31,5,0,1,0
19141494,33474617,Natalie,Mitte,Brunnenstr. Süd,52.5304260253906,13.3995590209961,Private room,31,5,0,1,0
2451134,8181174,Nica,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5139656066895,13.4596405029297,Private room,31,2,105,1,102
14712867,17326739,Nico,Neukölln,Reuterstraße,52.4906463623047,13.4272584915161,Private room,31,1,2,1,352
9855780,14637588,Noemi,Neukölln,Rixdorf,52.4725685119629,13.4427785873413,Entire home/apt,31,2,0,1,0
20719535,134838109,Oleg,Mitte,Wedding Zentrum,52.5541381835938,13.3735895156860,Private room,31,2,12,1,0
14182739,2621219,Oliver,Tempelhof - Schöneberg,Tempelhof,52.4666175842285,13.3816318511963,Private room,31,3,42,1,28
4134166,20645008,Paco,Steglitz - Zehlendorf,Schloßstr.,52.4648017883301,13.3296527862549,Private room,31,4,3,1,0
1292808,4904972,Paula,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4992752075195,13.4078655242920,Private room,31,4,52,1,240
13906234,22091116,Per,Mitte,Osloer Straße,52.5528831481934,13.3922901153564,Private room,31,2,30,1,174
12003867,35003030,Philipp,Neukölln,Schillerpromenade,52.4800643920898,13.4249258041382,Private room,31,8,12,1,0
18942214,127487921,Roselyne,Mitte,Alexanderplatz,52.5085525512695,13.4247322082520,Entire home/apt,31,3,3,1,0
20576511,8954474,Sabine Maria,Mitte,Wedding Zentrum,52.5416183471680,13.3616132736206,Private room,31,2,8,3,0
13555439,39588660,Sandro,Mitte,Brunnenstr. Süd,52.5343132019043,13.3797559738159,Private room,31,5,1,2,0
18982122,7475875,Sara,Neukölln,Rixdorf,52.4694099426270,13.4423332214355,Private room,31,2,6,1,30
8012131,11774953,Sarah,Tempelhof - Schöneberg,Schöneberg-Nord,52.4988136291504,13.3582048416138,Private room,31,5,16,1,0
15878264,52695146,Sebastian & Kateryna,Mitte,Alexanderplatz,52.5255889892578,13.3952579498291,Private room,31,5,10,2,15
597413,2953733,Semra,Reinickendorf,Ost 2,52.5720634460449,13.3554534912109,Private room,31,1,19,3,364
316366,1624988,Shay,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4953460693359,13.3061122894287,Entire home/apt,31,90,4,1,159
28251164,200858741,Shlomo,Mitte,Parkviertel,52.5473480224609,13.3504543304443,Private room,31,3,14,1,0
5422085,10780623,Stefan,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5011177062988,13.4180727005005,Private room,31,14,3,1,310
19207684,12837129,Stella,Mitte,Parkviertel,52.5475540161133,13.3454456329346,Entire home/apt,31,25,0,1,0
13690842,62491001,Susanne,Pankow,Prenzlauer Berg Nord,52.5458641052246,13.4244108200073,Private room,31,1,11,1,16
22592325,166146439,Tatjana,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5161743164062,13.3041133880615,Entire home/apt,31,2,5,1,0
6736021,8205525,Thomas,Neukölln,Reuterstraße,52.4835700988770,13.4350938796997,Private room,31,4,21,2,0
6798668,8205525,Thomas,Neukölln,Reuterstraße,52.4856033325195,13.4344892501831,Private room,31,3,4,2,0
14950405,27901461,Tobias,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5167503356934,13.4409093856812,Private room,31,2,78,1,105
29510344,208876186,Toni,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4918327331543,13.3851490020752,Private room,31,1,0,8,220
18205130,31777723,Vaatika,Mitte,Alexanderplatz,52.5270271301270,13.4073095321655,Private room,31,2,0,1,0
25807388,189155455,Valentin,Neukölln,Schillerpromenade,52.4723510742188,13.4287033081055,Private room,31,1,10,1,0
2277470,10278396,Victoria,Tempelhof - Schöneberg,Schöneberg-Süd,52.4802131652832,13.3614616394043,Entire home/apt,31,2,6,1,0
22298389,162990126,Vischuk,Neukölln,Neuköllner Mitte/Zentrum,52.4780616760254,13.4268751144409,Entire home/apt,31,10,0,1,0
14960417,69618761,Waldemar,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4792709350586,13.3242015838623,Private room,31,2,10,11,0
22125253,57225050,Yaana,Pankow,Weißensee,52.5522270202637,13.4390106201172,Private room,31,2,55,1,30
8120358,2541037,Yifat,Pankow,Weißensee,52.5523109436035,13.4487895965576,Entire home/apt,31,21,0,1,0
18076577,29423822,Zac,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5103759765625,13.4533128738403,Private room,31,1,0,1,216
19093385,10916912,Zeljko,Pankow,Prenzlauer Berg Südwest,52.5318984985352,13.4171848297119,Private room,31,4,22,2,0
24804833,101026863,Abdullah,Tempelhof - Schöneberg,Schöneberg-Süd,52.4825096130371,13.3489713668823,Private room,32,2,2,1,0
20859002,110616738,Abed,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4998130798340,13.3864803314209,Private room,32,6,0,2,0
20791191,133513514,Ada,Pankow,Prenzlauer Berg Südwest,52.5304489135742,13.4064273834229,Private room,32,2,3,2,0
20811947,148720255,Ahmed,Steglitz - Zehlendorf,Albrechtstr.,52.4469184875488,13.3243322372437,Private room,32,1,42,1,356
19998142,100684959,Aldamire,Charlottenburg-Wilm.,Kurfürstendamm,52.5009765625000,13.3362455368042,Private room,32,5,1,1,0
9108801,12469994,Alessia,Neukölln,Reuterstraße,52.4860115051270,13.4326257705688,Entire home/apt,32,15,0,1,0
5001905,22092145,Alexander,Neukölln,Rixdorf,52.4712944030762,13.4528865814209,Private room,32,1,6,1,251
16272666,1259589,Alexine,Neukölln,Reuterstraße,52.4879722595215,13.4374961853027,Private room,32,3,50,3,130
14135466,67624961,Aliénor,Pankow,Pankow Süd,52.5551452636719,13.4161338806152,Private room,32,4,4,1,190
23880908,63139750,Alonso,Mitte,Wedding Zentrum,52.5433654785156,13.3648748397827,Private room,32,1,4,2,251
9863004,48608070,Anastasios,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5261230468750,13.4481830596924,Private room,32,2,1,1,0
23676049,40351040,Andre,Mitte,Brunnenstr. Nord,52.5502586364746,13.3799514770508,Private room,32,3,9,1,1
26709676,109053767,Andres,Mitte,Alexanderplatz,52.5239334106445,13.4182605743408,Private room,32,5,1,1,0
28323588,3428669,André Yves,Tempelhof - Schöneberg,Friedenau,52.4685211181641,13.3312139511108,Private room,32,1,8,2,74
6274534,23413521,Andy,Neukölln,Schillerpromenade,52.4761352539062,13.4242296218872,Private room,32,1,1,1,0
8685162,45605320,Anka,Neukölln,Reuterstraße,52.4825668334961,13.4402971267700,Entire home/apt,32,3,0,1,0
7031789,1135888,Anna,Pankow,Prenzlauer Berg Südwest,52.5397987365723,13.4153623580933,Entire home/apt,32,61,1,7,221
7291047,18149350,Anna,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5072097778320,13.4372234344482,Entire home/apt,32,7,2,1,0
21378937,4368013,Anna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5170669555664,13.4534988403320,Private room,32,2,1,1,0
26903193,202402388,Anna,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4962501525879,13.3866281509399,Private room,32,3,17,2,199
22819411,13857230,Anna-Lea,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4887390136719,13.4023780822754,Private room,32,6,8,1,0
233453,1221935,Anne,Neukölln,Reuterstraße,52.4841728210449,13.4372825622559,Private room,32,2,30,1,251
7360422,37913791,Annelie,Mitte,Moabit West,52.5269737243652,13.3290605545044,Private room,32,1,0,1,0
5172783,26754327,Antje,Pankow,Prenzlauer Berg Südwest,52.5397605895996,13.4057035446167,Private room,32,3,101,1,12
9141729,19488687,Anton,Mitte,Moabit West,52.5276908874512,13.3262157440186,Private room,32,1,32,1,38
6653045,4986028,Antonia,Mitte,Brunnenstr. Süd,52.5397453308105,13.4027471542358,Private room,32,2,16,2,0
3920944,15415098,Anuschka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5051689147949,13.4645290374756,Private room,32,3,92,1,0
12004253,1150390,Arthur,Mitte,Regierungsviertel,52.5124282836914,13.3824748992920,Private room,32,13,0,7,29
12080321,52747435,Asel,Mitte,Parkviertel,52.5477142333984,13.3514766693115,Entire home/apt,32,30,8,17,281
13791780,553186,Ashiq,Neukölln,Schillerpromenade,52.4720687866211,13.4262189865112,Private room,32,1,5,1,356
23231880,6631719,Asta,Neukölln,Reuterstraße,52.4851455688477,13.4373092651367,Private room,32,2,7,1,7
10963805,1329012,Bea,Neukölln,Reuterstraße,52.4884452819824,13.4271831512451,Private room,32,3,22,2,22
24322289,1625771,Ben,Pankow,Weißensee,52.5536003112793,13.4370851516724,Entire home/apt,32,1,19,45,134
24324329,1625771,Ben,Charlottenburg-Wilm.,Grunewald,52.4960212707520,13.2835130691528,Entire home/apt,32,1,11,45,142
24324330,1625771,Ben,Charlottenburg-Wilm.,Grunewald,52.4972457885742,13.2821502685547,Entire home/apt,32,1,3,45,164
14795265,92408778,Benjamin,Mitte,Moabit West,52.5219802856445,13.3331661224365,Private room,32,3,57,1,153
9483997,15506870,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4961395263672,13.3290786743164,Entire home/apt,32,90,2,6,341
9484989,15506870,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4904899597168,13.3963003158569,Entire home/apt,32,63,2,6,221
10033158,51505587,Borja,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4944305419922,13.4312038421631,Private room,32,1,2,1,0
10012834,47884220,Carlos,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5028800964355,13.4205904006958,Private room,32,14,5,1,0
6782509,35506554,Carolin,Neukölln,Reuterstraße,52.4911308288574,13.4342384338379,Private room,32,1,0,1,0
10804666,9845384,Carolin,Neukölln,Reuterstraße,52.4908103942871,13.4286985397339,Private room,32,18,36,1,324
21547895,14715618,Carolina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4915275573730,13.4112987518311,Entire home/apt,32,2,1,1,0
24242022,24854319,Chiharu,Pankow,Prenzlauer Berg Südwest,52.5333595275879,13.4125604629517,Private room,32,2,24,1,1
21498774,730049,Chris,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5135650634766,13.4574785232544,Entire home/apt,32,14,1,1,0
708929,3647197,Christian,Mitte,Alexanderplatz,52.5133476257324,13.4172821044922,Private room,32,6,68,1,137
22933317,8792609,Christian,Tempelhof - Schöneberg,Schöneberg-Süd,52.4871788024902,13.3629055023193,Entire home/apt,32,1,0,3,0
13907601,82473711,Christian & Vemo,Neukölln,Schillerpromenade,52.4833183288574,13.4216737747192,Private room,32,3,132,1,15
6875466,36030445,Christin,Mitte,Moabit West,52.5245780944824,13.3292083740234,Private room,32,2,7,1,0
15089632,25167236,Christina,Neukölln,Reuterstraße,52.4923400878906,13.4281921386719,Private room,32,2,6,1,0
27980230,3562316,Christoph,Tempelhof - Schöneberg,Tempelhof,52.4693603515625,13.3864097595215,Private room,32,4,0,1,52
4246694,7012464,Christophe,Neukölln,Neuköllner Mitte/Zentrum,52.4821624755859,13.4270734786987,Private room,32,4,15,1,202
11370494,25692164,Christophe,Pankow,Prenzlauer Berg Süd,52.5361862182617,13.4298191070557,Entire home/apt,32,1,2,1,0
18967842,47439125,Christopher,Neukölln,Schillerpromenade,52.4731445312500,13.4246196746826,Private room,32,1,43,1,79
29504874,14166665,Chrysanthi,Pankow,Prenzlauer Berg Südwest,52.5376739501953,13.4105367660522,Private room,32,5,0,1,10
9851733,16770323,Damir,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4954605102539,13.3248691558838,Private room,32,1,16,1,0
20401835,71479730,Danaï,Neukölln,Neuköllner Mitte/Zentrum,52.4703254699707,13.4373664855957,Private room,32,1,3,1,0
10332726,8954454,Daniel,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5020484924316,13.4210252761841,Private room,32,2,34,1,0
4906079,23961923,Daniela,Pankow,Prenzlauer Berg Südwest,52.5401535034180,13.4118022918701,Private room,32,2,75,2,33
18644219,18213830,David,Neukölln,Schillerpromenade,52.4829902648926,13.4229660034180,Private room,32,5,45,1,125
22304653,50277048,David,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4869575500488,13.3760662078857,Entire home/apt,32,7,0,1,0
25284760,9991161,David,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5235366821289,13.4354648590088,Private room,32,4,6,3,0
22694965,62634321,Denise,Mitte,Moabit West,52.5211830139160,13.3328351974487,Private room,32,1,31,1,0
24785452,30955894,Deniz,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5234756469727,13.4354562759399,Private room,32,1,17,1,86
22530725,141532354,Dirk,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5080490112305,13.4512748718262,Entire home/apt,32,2,3,1,0
20081217,21547435,Dominik,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5158576965332,13.4635591506958,Private room,32,3,0,1,0
13517903,1678069,Drew,Mitte,Wedding Zentrum,52.5515632629395,13.3786258697510,Private room,32,2,9,1,0
6624071,34536486,Dries,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5153007507324,13.4663906097412,Private room,32,2,82,1,352
3700079,18857337,Elena,Mitte,Osloer Straße,52.5557060241699,13.3885812759399,Private room,32,1,5,4,19
21562625,24376132,Elena,Neukölln,Rixdorf,52.4786682128906,13.4418277740479,Private room,32,3,3,1,0
7642765,9641280,Elisa,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5091552734375,13.4559755325317,Private room,32,2,12,1,251
27016473,3307166,Elisa,Lichtenberg,Neu Lichtenberg,52.5087547302246,13.5011396408081,Entire home/apt,32,3,4,1,17
978892,5358103,Emilia,Reinickendorf,Nord 1,52.6391296386719,13.2752208709717,Private room,32,2,43,1,345
23250499,47642873,Emma,Neukölln,Reuterstraße,52.4914817810059,13.4259214401245,Private room,32,3,2,2,0
18798370,39140886,Eric,Mitte,Alexanderplatz,52.5249977111816,13.4167203903198,Private room,32,3,11,2,0
4546217,23452970,Eva,Neukölln,Schillerpromenade,52.4678459167480,13.4244813919067,Entire home/apt,32,2,2,1,0
2258687,11535104,Eva Louise,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4880065917969,13.3950738906860,Private room,32,1,36,1,0
29750291,223807612,Evelin,Charlottenburg-Wilm.,Neue Kantstraße,52.5076293945312,13.3017797470093,Private room,32,2,0,2,349
29753151,223807612,Evelin,Charlottenburg-Wilm.,Kantstraße,52.5079994201660,13.3035774230957,Private room,32,2,0,2,342
27454270,37429313,Fab,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4918556213379,13.4153652191162,Private room,32,2,6,1,3
21021267,151382824,Fabio,Tempelhof - Schöneberg,Schöneberg-Süd,52.4827842712402,13.3471498489380,Private room,32,1,1,1,0
17573313,115343674,Felicia,Neukölln,Rixdorf,52.4805831909180,13.4435853958130,Private room,32,4,15,1,4
3481474,3525462,Felix,Neukölln,Schillerpromenade,52.4810218811035,13.4221439361572,Entire home/apt,32,3,5,1,98
17326638,116967124,Felix,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4505081176758,13.2581396102905,Private room,32,1,28,1,162
16749681,6309551,Filiti,Pankow,Helmholtzplatz,52.5440711975098,13.4250669479370,Private room,32,15,2,5,276
18943301,6309551,Filiti,Pankow,Prenzlauer Berg Süd,52.5419731140137,13.4264078140259,Private room,32,150,1,5,226
11370956,1009656,Florian,Mitte,Moabit Ost,52.5344047546387,13.3494863510132,Private room,32,2,0,2,0
14274927,15489617,Francesca,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5093345642090,13.4613046646118,Private room,32,1,3,1,0
27948014,209785255,Frankee,Tempelhof - Schöneberg,Tempelhof,52.4645957946777,13.3873167037964,Private room,32,1,3,1,43
28898976,3789531,Fulvia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4965820312500,13.4249401092529,Entire home/apt,32,90,0,5,262
14983857,34754601,Gabriele,Tempelhof - Schöneberg,Friedenau,52.4742088317871,13.3309888839722,Private room,32,1,8,1,0
1951976,10092870,Gavin,Mitte,Wedding Zentrum,52.5487174987793,13.3669872283936,Private room,32,3,74,1,220
18195157,41077105,Gitta,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4915199279785,13.2980880737305,Private room,32,4,70,2,68
1473360,7887689,Giulia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5051651000977,13.4569644927979,Private room,32,3,35,1,310
23483074,10683916,Giulia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4901618957520,13.4227571487427,Entire home/apt,32,5,13,1,34
14033457,84043964,Gregor,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5123863220215,13.4721851348877,Private room,32,3,117,1,45
18234476,35401695,Hanna,Neukölln,Rixdorf,52.4821166992188,13.4480628967285,Entire home/apt,32,20,2,1,0
21277987,13098409,Hannah,Tempelhof - Schöneberg,Tempelhof,52.4835433959961,13.3845186233521,Private room,32,2,6,2,5
27416731,187245787,Hans,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4774360656738,13.3291893005371,Private room,32,2,2,2,32
29123502,187245787,Hans,Tempelhof - Schöneberg,Friedenau,52.4770812988281,13.3292207717896,Private room,32,1,1,2,30
5835754,2031899,Hayli,Neukölln,Reuterstraße,52.4819641113281,13.4405479431152,Private room,32,10,47,1,0
3435726,17301268,Heinz,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5177383422852,13.4621362686157,Private room,32,1,2,1,0
10683962,27655277,Helena,Neukölln,Schillerpromenade,52.4781761169434,13.4245634078979,Private room,32,3,11,2,11
27386835,206367813,Henry,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4884567260742,13.3923492431641,Private room,32,30,0,2,341
6192955,808956,Hugo,Mitte,Brunnenstr. Nord,52.5432395935059,13.3779020309448,Private room,32,2,102,1,49
21887537,151048441,Ingo,Mitte,Moabit Ost,52.5269279479980,13.3461427688599,Private room,32,7,1,1,0
7721822,10659693,Irene,Neukölln,Neuköllner Mitte/Zentrum,52.4818534851074,13.4264373779297,Private room,32,1,3,2,0
17427681,689356,Isabel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5211372375488,13.4533967971802,Private room,32,3,10,1,0
8099701,8736196,Isabelle,Mitte,Parkviertel,52.5479583740234,13.3462305068970,Private room,32,3,2,1,0
11784720,35372661,Iva,Steglitz - Zehlendorf,Schloßstr.,52.4586143493652,13.3249549865723,Private room,32,2,25,1,0
22271123,38276623,Jacob,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4938812255859,13.4146966934204,Entire home/apt,32,4,1,2,0
18853172,131332416,Jailan,Mitte,Moabit Ost,52.5307769775391,13.3466558456421,Entire home/apt,32,5,0,1,0
252933,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.4983901977539,13.3500928878784,Private room,32,2,111,1,251
2197560,11209321,Jan,Lichtenberg,Neu Lichtenberg,52.5063476562500,13.5144290924072,Entire home/apt,32,30,0,9,28
28931758,11209321,Jan,Tempelhof - Schöneberg,Tempelhof,52.4596748352051,13.3837051391602,Entire home/apt,32,30,1,9,105
28942839,11209321,Jan,Mitte,Moabit Ost,52.5234756469727,13.3571071624756,Entire home/apt,32,30,0,9,193
29085472,11209321,Jan,Mitte,Moabit West,52.5265388488770,13.3293418884277,Entire home/apt,32,30,0,9,110
3748232,19153767,Jana,Steglitz - Zehlendorf,Albrechtstr.,52.4622039794922,13.3289432525635,Private room,32,4,7,1,251
22741952,167914419,Jana,Lichtenberg,Frankfurter Allee Süd,52.5080757141113,13.4931058883667,Entire home/apt,32,13,0,1,0
17941311,121431087,Jennifer,Pankow,Prenzlauer Berg Nordwest,52.5548934936523,13.4054355621338,Private room,32,10,28,4,142
28576250,3225242,Jenny,Neukölln,Neuköllner Mitte/Zentrum,52.4659652709961,13.4344501495361,Private room,32,3,1,1,45
19106612,16114747,Jessica,Pankow,Prenzlauer Berg Nordwest,52.5468063354492,13.4027070999146,Private room,32,5,11,2,0
